Column1,new,
寶貝，你是我這輩子遇過最特別的人，我不希望你因為沒錢而受苦，快跟著我投資。 , 不要回覆或點擊任何連結，直接掛斷電話；若有留下聯絡方式，可向警方（如警局或112）報案，並記錄對方的電 話號碼與訊息內容。,80
我是亞馬遜客服，您有一筆跨國訂單金額過大，需要您確認是否為本人操作。 , 這是詐騙電話，請不要回覆任何個人或付款資訊，直接掛斷並記錄來電號碼。若想確認訂單，可直接至亞馬遜官方網站登入查詢。,80
我是郵局，您的掛號信裡面有違禁品，現在警察要過去找您了。 , 請不要透露任何個人或信件資訊，直接掛斷電話；並可撥打郵局客服（如 0800?xxx?xxx）或警方報案確認此為詐騙。,0
你好，我是網拍小幫手，因為訂單誤植為12期分期，請依照指示解除。 , 這看起來像是詐騙電話。不要按任何要求或輸入個人資料，直接掛斷並避免回覆。若有疑慮，可向家人、朋友求助或報警處理。,80
我是中華電信客服，您的室內電話積欠費用，將在兩小時後停話。 , 這是常見的詐騙電話，請勿回覆任何個人或帳號資訊；直接掛斷並向中華電信客服中心（例如 0800-018-000）核實是否真的有停話 風險。,0
我是蝦皮資安人員，發現有駭客正在嘗試更改您的銀行帳號，請立刻攔截。 , 先不要回覆或點擊任何連結，並且立即掛斷電話；之後用官方客服電話（如銀行的 0800?000?000）或蝦皮的正式管道確認 是否真有此安全問題。若未收到官方通知，請將來電資訊備份給親友或警方，以免成為詐騙受害者。,0
我是你姪女，姑姑我手機壞了，這是我朋友的電話，能先借我五千嗎？ , 請直接掛斷。若仍有疑慮，可向家中長輩確認對方身份後再行決定是否轉帳，並避免使用不熟悉的手機號碼或陌生人提供的金錢需求。,80
我是地檢署檢察官，為了偵查不公開，你不能跟任何人說這通電話的內容。 , 請不要回覆或透露任何訊息，也別將此通話內容告訴他人；直接掛斷並向警方舉報詐騙來電（可撥打 110）。,80
您的訂單被系統誤判為詐騙，需要您轉帳一筆錢來證明信用。 , 這類電話屬於典型「冒充客服」的詐騙手法，真實公司絕不會要求你先付款才能解決問題。請直接掛斷並撥打官方客服專線核對情況，或至官網查詢訂單狀態；千萬不要隨便轉帳或透露任何個人資訊。    ,100
我是公家機關，通知您有一筆老人年金可以領取，請提供存摺影本。 , 這是常見的詐騙電話，千萬不要回覆或交出任何個人資料。請立即掛斷並將此號碼報給「110」或「114」偵查單位，以協助警方追蹤該詐騙來源。,80
先生你好，我是你女兒的學校教官，她現在涉及偷竊被留置，請家長處理。 , 先保持冷靜，先不要透露任何個人或銀行資訊；  建議直接撥打學校的官方電話（或到學校實際詢問），確認對方身份，再決定後續處理。,80
喂？老朋友，我最近剛換工作，手頭有點緊，借個三千過兩天還你。 , 這句話聽起來像是「好友」的敲門詐騙，請先確認對方是否真的你熟識且最近沒有說要借款。若無法確定，直接掛斷並不要透露任何個人或銀行資訊；如有疑慮，可再打電話給本人確認。,100
我是檢察官，現在依法凍結您的所有資產，請將資金轉入公正監管帳戶。 , 這是詐騙電話，請不要轉帳，也別透露任何個人資訊；立即掛斷並向警方或檢察署核實此事。,80
我是你以前的鄰居，我最近手頭緊，能不能借我五千塊買菜？ , 這是一種典型「熟人借錢」詐騙。請不要回覆或轉帳，直接掛斷並向台灣警方（112）報案，或將來電號碼上報到警政部反詐騙中心。   ,100
您的車貸逾期未繳，我們已經向法院申請強制拖吊，請立刻匯款。 , 不要立即匯款！先打原本的車貸公司或銀行官方電話確認是否真的有逾期及法院申訴，並把來電錄音、號碼等資訊報警（台灣可撥 110）或直接向該金融機構詢問。若是詐騙，就不需要支付任何款項，也不要透露個人帳戶資料。,80
我是你在交友軟體認識的那個香港總裁，記得我嗎？我想帶你一起賺錢。 , 請直接掛斷電話並不要回覆或透露任何個人資訊；若有疑慮可向警方報案或聯繫交友平台客服確認對方身分。,80
我是交易所客服，因為您的操作涉及洗錢，我們必須暫時保管您的資金。 , 請勿回覆或透露任何個人資訊、帳號密碼及財務資料，直接掛斷電話並可考慮向警方（如國警局）或銀行報案。,80
為了我們結婚的夢想，你要勇敢一點，去貸款來投資也是值得的。 , 這類「結婚夢想」的詐騙電話，請直接掛斷並勿透露任何個人或財務資訊。若有疑慮，可先向家人朋友確認，再決定是否回覆。    ,100
我是你在IG上認識的那個模特兒，我現在沒錢吃飯了，請我吃飯好嗎？ , 這是常見的「假冒朋友／熟人」詐騙。  建議：直接掛斷電話，不要回覆任何訊息或提供個資，也不要約定會面；若有疑慮可先核實對方身份再做決定。,100
我是您孩子的補習班老師，他剛剛受傷送醫了，需要先繳醫藥費。 , 請先與學校或家長確認此老師是否真的有這件事，並且不先行轉帳。若還是不確定，可直接拒絕並掛斷電話。,80
你好，我是你姪子，我換手機號碼了，原本那支停用了。 , 請先不要透露任何個人或帳戶資訊，並直接撥回您確定的家族電話號碼（如父母、兄弟姊妹）確認對方身分。若無法證實即刻掛斷，避免再接聽同一號碼來電。,80
我是地檢署，你現在涉及詐欺，不要掛電話，立刻去銀行領錢。 , 請立即掛斷電話並向警方（如台灣的警政署或地方派出所）報案，說明對方自稱「地檢署」且要求你去銀行領錢的情況。別相信陌生來電，也不要透露個人資訊或轉帳金額。,100
我是電信警察，偵測到您的寬頻網路正在散佈惡意病毒，請立刻配合檢查。 , 先保持冷靜，不要隨便提供任何個人資訊或下載文件；直接掛斷電話並向電信公司或警局確認該訊息的真偽，或撥打本機服務商官方客服（非電話中提供之號碼）詢問。,80
喂？猜猜我是誰？聽不出來喔？我們很久沒見了耶，我是你老同學啦。 , 這句話完全像是「熟人詐騙」的開場白，說明對方可能是假冒熟識來騷擾或進行其他詐騙。請不要回覆任何個人資料、款項或連結；直接掛斷並將此號碼加入阻止名單，同時可向警局或110舉報。 ,100
我是某某遊戲客服，您的帳號涉嫌使用外掛，請繳納保證金解凍。 , 這是詐騙訊息，請不要回覆或付款；直接掛斷電話並向警方（如警局偵查大隊）或台灣的「反詐騙中心」報案。,80
我們發現博弈網站的後台有漏洞，只要跟著我們的程式下注，絕對穩賺不賠。 , 這是典型的詐騙訊息，請不要回覆或下載任何連結，直接掛斷並報警（110 或 112），同時可至臺灣金融監督管理委員會網站上報此電話。,80
只要先繳交保險費，就可以獲得這份高風險高報酬的工作。 , 請不要先行支付任何金額，並立即掛斷電話；若有懷疑，可向警方或金融監督機構舉報此詐騙電話。,80
您訂購的電影票因為系統維護，需要取消訂單並退款。 , 這類電話可能是詐騙，請先不要回覆或提供任何個人資料；1. 直接到電影票官方網站（或使用官方 App）查看訂單狀態。     2.若顯示仍在處理中，說明不是退款通知；若真的需要取消，官方 會有正式的電子郵件或簡訊告知。若電話持續掛斷或要求轉帳、匯款等，請直接報案並向相關平台申訴。,80
您的信用卡剛剛在PChome刷了一筆兩萬元的消費，系統判定為異常交易。 , 先保持冷靜，不要立即回覆或按號碼。1. **不要透露任何個人資訊或信用卡細節**，也不要點擊對方提供 的連結。2. 直接撥打您信用卡公司官方客服電話（通常背面有標示）確認是 否真的有異常交易，再決定後續處理。,80
這裡是刑事局，我們查獲詐騙集團名冊有您的名字，請不要掛斷，轉接檢察官說明。 , 這種「刑事局」的來電通常是詐騙，請直接掛斷並立即向警方（110）或臺灣警政署通報此電話。不要再繼續對話 或透露任何個人資料。,100
您的網購訂單因為沒有通過實名認證，現在帳號被凍結，請提供個資解鎖。 , 這類訊息通常是詐騙手法，請勿回覆或透露任何個人資訊。先直接聯絡官方客服（如你所用的網購平台）確認帳號狀態，再按他們說明的程序處理。若對方要求「即時提供個資」就一定是詐騙，務必保持警惕。,80
只要拉三個朋友進來投資，你就可以升級成鑽石會員，領取更高的佣金。 , 這樣的訊息是常見的「拉人投資」詐騙，請不要回覆或提供任何個人資訊，也不要點擊連結；直接掛斷並向台灣金融監督管理委員會（FSC）或警方報案。,100
我是您公司的系統管理員，請告訴我您的登入密碼，我要做例行檢查。 , 建議：  不要把任何帳號或密碼告訴對方，先直接撥公司正式客服或 IT 部門的官方電話核實身份，再決定是否配合。若無法確認，請立即掛斷並報案。,80
我是你姪子，我現在出車禍了不敢跟家裡講，姑姑你先借我醫藥費。 , 這樣的訊息很可能是詐騙電話，請不要隨意轉帳或提供任何個人資訊。直接掛斷並記錄來電號碼，如有需要可向家中長輩確認真偽，再決定是否協助。,80
你好，我是投資顧問公司的陳經理，我們現在有一個針對VIP客戶的 飆股佈局。 , 這樣的訊息很可能是詐騙，請不要回覆或提供任何個人資料，直接掛斷電話即可。若有懷疑，可撥打警政局 112 或台 灣反詐騙中心 1925 報案。,80
喂？媽，是我啦！我的手機掉進水裡壞掉了，這是借朋友的手機打給你的。 , 請先不要透露任何個人或帳戶資訊，並可直接掛斷。若確實需要協助，可自行撥打官方客服專線（例如台灣電信的 0800-xxxxxx）確認來電真偽，再進一步處理。,0
你好，我是之前幫你辦保險的專員，現在有新的優惠方案。 , 這可能是冒充保險業者的詐騙電話。請先掛斷，並直接撥打您已知且可信的保險公司官方客服號碼確認是否真的有此優惠方案。不要透露個人資料或轉帳金額。,100
我是監理站，您有一筆交通罰單逾期未繳，即將扣押您的駕照。 , 請先不要回電話，先自行到當地車管所或官方網站查詢是否真的有未繳罰單。若確認無此事務，直接掛斷並保留來電錄音，必要時可向警方報案。,80
我是勞保局，您的勞保年金計算錯誤，多發了五萬元，請匯回指定帳戶。 , 這樣的電話很有可能是詐騙，您可以先直接撥打台灣勞保局官方客服（06?000?xxxx）確認是否真的有多付金額，再決定下一 步。切勿按對方說明匯款或提供任何個人資料。,0
健保局通知：您的健保卡違規借給他人使用，即將停權。 , 請先不要回電話或回傳任何個人資訊，直接前往台灣健康保險署官方網站（https//www.nhi.gov.tw）或撥打「0800-021-111」查證是否真有此通知。若未收到正式信件或簡訊，則很可能是詐騙電話。        ,0
您的健保卡被盜用去領管制藥品，現在警察要過去抓你了，不想留案底就快點和解。 , 請直接掛斷電話並向台灣警方（例如110）或 健保署舉報此詐騙來電，切勿按對方所示聯絡任何「警察」或提供個人資訊。,80
法院傳票通知：您涉及詐欺案，開庭時間是明天上午，不到庭就拘提。 , 請不要直接回覆或接聽此電話，也不需要配合對方所說的「法院傳票」或開庭時間，因為這類訊息極有可能是詐騙。建議您：  1. **保持沉默**：先掛斷電話，不要透露任何個人資訊（如身份證 號、戶籍地址等）。2. **報案聯絡**：立即撥打台灣警方的 110 或透過「警局線上服務」（https//www.police.gov.tw/）查詢是否真有相關法院傳票。  若您確定收到真正的法院傳票，以正式郵件或掛號方式寄送；電話通知並非正式程序，請務必先確認。,80
如果不立刻解除分期付款設定，銀行會在午夜十二點準時扣款喔。 , 這樣的訊息很可能是詐騙來電，請立刻掛斷電話，再透過銀行官方網站或客服專線確認是否真的存在未解除的分期付款設定，若有任何疑問，直接向銀行查證即可。,80
猜猜我是誰？聽不出來喔？我們上次在同學會見過啊，你聲音怎麼變了？ , 請不要接聽或回覆此電話，直接掛斷。若該號碼曾經有正常聯絡紀錄，可先至手機通話記錄確認是否為真實來電；但如對方語氣怪異、要求透露個人資訊，建議仍以掛斷為主並報警或告知親友。,80
如果不配合我們調查，你的所有資產都會被法院查封。 , 先保持冷靜，切勿透露任何個人或財務資訊。立即掛斷電話並報案（可撥打 110 或台灣金管局「詐騙防制中心」1925），同時通知銀行與相關機構確認帳戶安全。,80
我是你姪子啦，姑姑你忘記我了嗎？我騎車撞到人，急需和解金。 , 這是典型的冒充親屬詐騙，請直接掛斷電話，不要透露任何個人資訊或轉帳。若懷疑有真實緊急狀況，可先用其他方式（如手機號碼、社群媒體）確認對方身分，再決定後續行動；同時可向警方報案，協助查證。,100
寶貝，這是我要在退休後帶你環遊世界的基金，你先幫我保管一下。 , 請不要將任何金錢或帳戶資訊交給對方，並立即停止回覆；若已經提供，可直接聯絡銀行或警方報案。,80
我是蝦皮賣家，不好意思，工讀生不小心把您的訂單設定成連續扣款12個月。 , 先不要透露任何帳號或信用卡資訊，直接掛斷電話並透過蝦皮官方客服或App內的「聯絡我們」功能確認是否真的有此設 定。若確認無誤，再按指示在平台上取消連續扣款。,80
親愛的，不要聽你朋友亂說，他們是嫉妒我們賺錢，你要相信我。 , 這種話通常是詐騙手法，請直接掛斷電話並避免回覆或透露任何個人資訊。如有疑慮，可向家人朋友確認，或報警／台灣「110」求 助。,80
你好，我們是投資顧問公司，老師帶你操作比特幣，穩賺不賠。 , 請直接掛斷電話，不要透露任何個人或財務資訊，也不要點擊對方所說的連結或下載檔案。若有進一步疑慮，可向金融監督管理委員會或警局報案，並確認對方身份真偽。,80
您的訂房網訂單重複扣款，我們會退款給您，請按照指示操作提款機。 , 這可能是詐騙電話，千萬不要依照對方說的「按指示提款」或提供任何個人資料。請先撥打訂房網站官方客服電話確認帳單，或直接前往官方網站查詢訂單狀態；若仍有疑慮，可向警方報案或聯繫金融機構處理。,80
我是你很久沒見的親戚，我現在在機場錢包不見了，借我一點錢。 , 請不要隨意轉帳或送款。先要求對方提供可靠證件（如身分證號、聯絡方式等），並自行核實其身份；若仍感不安，直接掛斷電話並向警方報案。,80
我是地檢署，現在懷疑你涉及詐欺，請不要掛斷電話。 , 這樣的來電很可能是詐騙，千萬別回覆或透露任何個人資料。直接掛斷並立即撥打警局（119）或電話客服熱線 0800-000-999 報案，讓警方確 認是否真有此事。,0
網拍賣家通知：不好意思，工讀生把您的訂單誤植為批發商，會扣款12次。 , 請先不要回覆或付款，直接聯絡該平台客服確認是否真有此情況，再保留來電錄音與訊息作備案，以免落入詐騙陷阱。    ,80
媽，我跟朋友在外面出事了，現在在警察局，需要保釋金。 , 這句話很可能是詐騙！請先不要給任何錢，直接撥打台灣警政署的官方客服電話（110）或 到就近派出所確認「媽」是否真的在警局。若對方無法提供真實身份證號碼、案情細節或是能即時聯繫到你親友，請立即掛斷並報案。  ,80
我是亞馬遜安全部門，您的帳號有一筆異常的高額訂單，請確認是否為盜刷。 , 這類訊息往往是詐騙手法，請不要回覆任何個人或帳號資訊，直接掛斷電話並於官方網站自行登入查證；若有疑慮可聯繫亞馬遜客服確認。,80
同學，我是教務處，你的學費減免申請少蓋一個章，去提款機操作補正。 , 這則來電很可能是詐騙。  請不要回覆任何個人資料或到提款機操作，直接掛斷並聯絡學校教務處的正式電話/門戶確認是否真的有此事。,80
法院通知：您的不動產即將被法拍，若有異議請立刻聯繫執行官。 , 先不要隨意回覆或轉告任何個人資料。您可以直接撥打台灣法院（例如臺北地方法院）公布的官方執行官電話，核實此通知是否真實，再決定後續處理。,80
我們是海外知名的外匯交易平台，現在開戶入金就送你一千美金的體驗金。 , 這種「免費贈送美金」的說法極有可能是詐騙，請不要回覆任何個人資料或付款資訊，直接掛斷電話並可向警局或金融監督機構舉報。,100
海關通知：您的包裹裡面有未申報的黃金，涉嫌走私，請配合調查。 , 請先立即掛斷電話，避免透露任何個人資訊。之後可撥打臺灣海關客服專線（如 0800?000?123）或前往最近的海 關機構確認此訊息是否真實，再決定進一步行動。,0
只要你加入我們的LINE群組，每天晚上八點都有老師直播教學，完全免費。 , 這樣的訊息很可能是詐騙行為，請不要隨意加入任何未經核實的 LINE 群組；若有興趣可先查證主辦單位是否真有合法授課或活動。,80
親愛的，我不想看你每天工作那麼辛苦，跟著我投資，以後我養你。 , 這類訊息屬於「以關心為幌子，推銷投資」的詐騙手法。請直接掛斷電話，不要透露任何個人或財務資訊，也不要回覆對方內容。,100
這檔未上市股票有內線消息，主力大戶已經在收籌碼了，要跟要快。 , 請勿因電話內容而急於投資，先確認訊息真偽；如對該股票不熟悉或無證券交易經驗，可直接掛斷並向證券公司或金融監管單位報案。,80
您的二手拍賣帳號被停權，因為涉及洗錢，請聯繫客服。 , 這是假冒客服的詐騙電話，請不要回覆或撥打來電號碼，也別提供任何個人資訊。您可以直接前往二手拍賣平台官方網站（或下載官方 App）登入帳戶查看是否真的被停權，若有疑慮再聯絡正規客服。        ,100
我是你的真命天子，雖然我們相隔兩地，但心是在一起的，借我五萬好嗎？ , 請直接掛斷電話並避免回覆任何金錢相關訊息；如有需要，可將此通話記錄（號碼、時間、內容）提供給台灣警方或客服中心進行舉報。,80
我是警衛，有警察拿著搜索票要進來搜您家，您現在在家嗎？ , 先不要相信電話者所說的「警衛」或「警察」，這很可能是冒充警察的詐騙手法。請直接掛斷並撥打您所在地區的官方警局（如 110）確認是否真的有搜查令，若無則可放心不回應此電話。,80
您的Line Pay帳戶出現異常登入，為了防止盜刷，請提供剛剛收到的六位數驗證碼。 , 這樣的訊息很可能是詐騙電話。請立即不要回覆任何內容，也不要把驗證碼告訴對方，直接掛斷並於 Line Pay 內自行前往「安全設定」查看帳戶登入紀錄；若有異常可立刻申報或聯絡官方客服協助處理。,80
您的包裹涉嫌夾帶毒品，警方現在已經立案，請不要掛斷電話，轉接刑警。 , 先保持冷靜，**不必立即掛斷或直接回應**。先把電話號碼、對話內容（如訊息時間、語音錄音）記下，然後 **撥打本地 警方官方熱線或通報台灣警政署反詐騙中心**，讓專業人員核實此訊息的真偽。避免透露個人資料或交付任何款項。,80
我們需要你幫忙代操股票，虧損算公司的，賺錢分你一成。 , 這樣的電話完全是詐騙行為，請直接掛斷並不要回覆或轉帳任何款項。如有疑慮，可將來電號碼上報至警局或金融監督機構。,80
我是台電通知，您的電費沒繳，請按0轉接客服。 , 這是典型的 詐騙電話，請不要按任何鍵或透露個人資訊；直接掛斷並可向台電官方客服或警方報案。,80
我是交友軟體認識的John，我寄給你的禮物卡在海關，要付關稅。 , 這是一種「假冒朋友/網路戀人」詐騙手法，請立即掛斷並不回 覆。若真的有此情況，可先向手機服務商或交友軟體客服舉報，避免上當。,80
姑姑，我現在急需用錢，不敢跟爸媽說，你能不能偷偷借我一萬？ , 這種訊息很可能是詐騙電話，請不要透露任何個人或銀行資訊，也不要給予金錢。建議先直接與父母確認對方身份，再決定是否配合；若仍感到不安，可向台灣警政局「反詐騙專線」報案（電話 112）尋求協助。,80
我是Line Pay客服，您的帳號被偵測到異常登入，請提供驗證碼解除鎖定。 , 這可能是詐騙電話，千萬別把任何驗證碼或個資告訴對方。請直接開啟 Line Pay 官方 App 或進入官網，在「帳號安全」 裡自行查詢是否有異常登入訊息，並按提示完成官方的驗證流程。若仍不確定，可聯絡 Line Pay 官方客服（電話 0800-xxxxxx）確認。,0
您的虛擬貨幣錢包涉及黑錢，請將幣轉到我們的審查地址。 , 這是詐騙訊息，請不要回覆或傳送任何虛擬貨幣，也不要下載未知連結；直接掛斷並將此號碼加入阻止名單。,80
這個投資項目是保本高收益的，一個月利息就有10%，比定存好太多 了。 , 請不要相信此類「保本高收益」的說法，因為真實的投資無法保證這麼高回報且不會有風險。若接到此類電話，可直接掛斷並向金融監督機構或警方舉報詐騙訊息。,100
您的蝦皮賣場因為沒有簽署金流協議，導致無法收款，請聯繫客服處理。 , 這樣的電話很可能是詐騙。建議您：1. **不要隨便透露任何個人或帳號資訊**，也別按電話裡提到的連 結或按鈕。2. 直接撥打蝦皮官方客服專線（如「蝦皮客服熱線」）或在蝦皮 App 裡使用「客服中心」查詢真偽，再決定是否處理。這樣可以避免落入詐騙陷阱，保護您的帳戶安全。,80
快點，老師說現在馬上買進，十分鐘後準時賣出，做短線價差。 , 這句話看起來像是典型的投資詐騙訊息，請不要依此行動。建議直接掛斷並報案（例如向警方或金融監督機構），不隨便透露個人資訊或轉帳金額。,80
老婆，這是我千辛萬苦才爭取到的投資名額，千萬不要浪費。 , 請先不要回覆或轉發此電話訊息，並立即與您信任的家人或銀行聯繫確認是否真有此投資機會；若無相關記錄，最好直接掛斷並報警，以免上當。,80
猜猜我是誰？我是你當兵的學長啦，最近手頭有點緊，能不能借點錢週轉？ , 請不要回應或提供任何金錢，也不要透露個人資料。先掛斷電話，並向家中長輩或軍隊單位核實該學長是否真的需要幫忙，再決定後續行動。,80
我是百貨公司客服，您遺失的信用卡被人在這裡刷了五萬。 , 請直接聯繫您的銀行或信用卡發行單位核實交易真偽，並立即掛失卡片；不要在電話中透露個人密碼或其他敏感資訊，以免被詐騙。      ,80
我是你孫子啦，我在外面跟人家打架，現在在警察局，急需保釋金。 , 這是常見「假冒親屬」的詐騙手法。請不要先付款或轉帳，立刻掛斷電話並直接撥打您信任的家人或警方（例如 110）確認情況。若有疑慮，可向警局報案以獲取協助。,100
姑姑，我是小陳啦，我現在在醫院，急需一筆手術保證金，能不能先借我？ , 這樣說明看起來像「假冒親友」的詐騙。請不要隨便轉帳或提供任何個人資料；直接掛斷電話並向家中其他成員確認其真實情況，必要時報警或聯繫警方協助處理。,100
你好，我是虛擬貨幣投資顧問，現在比特幣大跌是進場好時機。 , 這樣的訊息很可能是假冒投資顧問的詐騙電話，請不要回覆或給予任何個人資訊，也不需要按任何連結或號碼。直接掛斷並可向金融監督機構（如金管會）或警政署報案，以保護自己。,100
我是你的網戀對象John，我的女兒突然生病了，急需醫藥費，拜託你幫幫我。 , 請先不要給予任何金錢或個人資料。  先與對方確認其身份（例如要求看醫院診斷書、親自見面或透過共同熟識的朋友核實），若無法證實真實性，建議直接掛斷並報警。    ,80
這是灰產工作，雖然遊走法律邊緣，但是獲利非常高，敢不敢拚？ , 別回覆，也不要把任何個人資訊或金錢轉給對方。先將該號碼加入阻擋清單，並向「警政署電信詐騙防制中心」或「110報案」。如 果你已經透露了資料，請盡快聯絡銀行、手機業者或相關機構協助保護個資。,80
我是國稅局，您去年的所得稅有重複繳納的情況，現在要幫您辦理退稅。 , 請直接掛斷並不回覆，或撥打官方國稅局客服專線（電話 0800-000-001）查證。若真有退稅事宜，官方會主動聯絡您，絕對 不會先透過電話要求個人資料或轉帳。,0
我是國稅局，您有一筆退稅款項一直沒領，請去ATM操作領取。 , 這是常見的「國稅局」詐騙電話，真實機構不會用簡訊或電話告知 您直接到 ATM 取款。建議立即掛斷並且不要透露任何個人資訊；如 有疑慮，可直接撥打台灣國稅局官方客服（02?1234?5678）核實情況。,0
這檔虛擬貨幣是下一個比特幣，現在進場剛好是起漲點，保證獲利300%。 , 請不要相信此類「保證高收益」的投資說法，先暫停任何金額轉帳並向金融監理機構（如金管會或警局）舉報詐騙來電。    ,100
我們是代操公司，虧損由公司吸收，獲利我們五五分帳，你完全沒風險。 , 這段話很可能是詐騙電話，請直接掛斷並不要回覆或提供任何個人資料、銀行資訊或金錢。若您有疑慮，可向金融監督管理委員會或警察局報案。,80
我們公司在招募加密貨幣操盤手，不用經驗，老師會帶你操作，獲利對分。 , 這樣的訊息可能是詐騙或非法投資機會。建議您先不要回覆或提供個人資料，可直接掛斷電話並報案（110）。如果想了解 真實工作，請自行查證公司合法性與相關註冊資訊。,100
,100,
